1 Threads,2 Threads,4 Threads,6 Threads,8 Threads,10 Threads,12 Threads,14 Threads,16 Threads
0.545532,0.292594,0.163358,0.115271,0.097557,0.093939,0.091818,0.095848,0.097148
0.531686,0.296413,0.164211,0.115776,0.098070,0.094093,0.092372,0.096131,0.097400
0.551477,0.297002,0.163922,0.114377,0.097297,0.093736,0.092200,0.096060,0.097425
0.550641,0.297324,0.163570,0.114146,0.097168,0.095621,0.092617,0.095762,0.097385
0.542521,0.296952,0.163527,0.119610,0.097813,0.093602,0.092686,0.096072,0.097587
0.539517,0.296882,0.151929,0.112718,0.098163,0.095255,0.092076,0.140679,0.097173
0.646820,0.295788,0.164831,0.118336,0.097357,0.095399,0.092126,0.096679,0.097816
0.658736,0.295781,0.165694,0.122369,0.097347,0.093916,0.092623,0.096113,0.097464
0.593006,0.295718,0.164776,0.121700,0.097569,0.094092,0.091825,0.095934,0.097557
0.523605,0.296160,0.165275,0.121038,0.097362,0.094023,0.092832,0.096293,0.097233
0.525411,0.297181,0.165696,0.119906,0.097271,0.094406,0.092601,0.095516,0.097214
0.523278,0.295974,0.165852,0.121829,0.097316,0.094515,0.092435,0.095520,0.097348
0.548892,0.297528,0.165997,0.114549,0.097923,0.094003,0.091334,0.095507,0.097298
0.523273,0.296443,0.165930,0.118029,0.097504,0.094134,0.092966,0.095258,0.097026
0.523461,0.293630,0.165487,0.120814,0.096598,0.094057,0.091073,0.096036,0.097330
0.533012,0.296300,0.152220,0.119177,0.097628,0.094243,0.091983,0.095354,0.097387
0.560433,0.294895,0.163934,0.113604,0.098455,0.093840,0.091756,0.096123,0.097112
0.525882,0.296009,0.155802,0.113500,0.098636,0.094467,0.092027,0.096168,0.097255
0.559503,0.296280,0.154006,0.113571,0.097986,0.094160,0.091725,0.096167,0.097608
0.527424,0.297144,0.154084,0.114980,0.097955,0.095588,0.091511,0.095631,0.097419
0.532999,0.296996,0.165539,0.113696,0.097216,0.093417,0.092628,0.096124,0.097478
0.550273,0.296220,0.165102,0.116669,0.097336,0.093895,0.091355,0.095393,0.097315
0.533821,0.297283,0.165533,0.118523,0.097358,0.094141,0.091604,0.095958,0.097649
0.550884,0.296379,0.164807,0.114707,0.097985,0.093887,0.092538,0.095946,0.097185
0.532285,0.296632,0.151682,0.119616,0.097494,0.093630,0.091552,0.096203,0.097324
0.551415,0.295816,0.151501,0.114580,0.097212,0.093578,0.092387,0.095380,0.097565
0.541209,0.296860,0.151938,0.113097,0.097397,0.093322,0.091971,0.096044,0.097379
0.550957,0.296781,0.152591,0.113795,0.097482,0.094220,0.091346,0.095501,0.096931
0.533455,0.297329,0.152538,0.113248,0.097336,0.093912,0.092517,0.096942,0.097526
0.550805,0.297808,0.152821,0.114076,0.097627,0.093603,0.092876,0.095931,0.097188
0.533964,0.297377,0.152153,0.113500,0.097580,0.093561,0.092696,0.095684,0.097205
