BFS
0.487119
0.483951
0.484076
0.484317
0.484468
0.482759
0.483396
0.484174
0.484902
0.484573
0.483365
0.484413
0.485124
0.484420
0.485145
0.484260
0.484273
0.483723
0.483808
0.484581
0.484491
0.484186
0.484780
0.484441
0.483823
0.483293
0.483462
0.484201
0.483790
0.484212
0.483818
0.484065
0.484374
0.483888
0.484255
0.484029
0.483882
0.484407
0.483515
0.484188
0.484004
0.484350
0.484232
0.483412
0.484322
0.484610
0.483868
0.484440
0.484673
0.485218
0.484860
0.483944
0.484255
0.485169
0.484965
0.483950
0.483913
0.484331
0.484879
0.484506
0.484162
0.484348
0.484686
0.484095
0.484160
0.484872
0.484536
0.483783
0.484093
0.514492
0.485641
0.484769
0.484333
0.484676
0.484131
0.483981
0.484300
0.484568
0.484329
0.483926
0.484840
0.484865
0.484446
0.483939
0.484159
0.484655
0.484630
0.484552
0.481261
0.483684
0.485185
0.485097
0.481098
0.481367
0.484246
0.483511
0.482964
0.481885
0.484287
0.482160
