MATLAB
0.369096
0.382091
0.366553
0.372632
0.368565
0.386277
0.398461
0.369479
0.366345
0.371444
0.365381
0.371483
0.368003
0.368484
0.370226
0.372684
0.393706
0.371512
0.365548
0.373353
0.369906
0.380304
0.370884
0.371449
0.366733
0.370317
0.369695
0.372499
0.368689
0.367170
0.369931
0.366667
0.370010
0.371969
0.366663
0.366980
0.371492
0.372241
0.369631
0.368405
0.371628
0.369153
0.371577
0.378310
0.374441
0.390706
0.371882
0.375234
0.386596
0.374195
0.381938
0.385035
0.397200
0.380273
0.381438
0.378466
0.379075
0.376706
0.369530
0.374503
0.369824
0.368983
0.385399
0.368635
0.371512
0.374181
0.385929
0.369397
0.392432
0.390829
0.372194
0.374461
0.368466
0.421629
0.382748
0.413434
0.424825
0.388502
0.370264
0.371252
0.366977
0.370412
0.370049
0.366976
0.371681
0.366039
0.368578
0.370700
0.368396
0.371449
0.369850
0.369134
0.371769
0.368763
0.369556
0.372992
0.366945
0.371564
0.374433
0.371844
