1 Threads,2 Threads,4 Threads,6 Threads,8 Threads,10 Threads,12 Threads,14 Threads,16 Threads
0.402734,0.225125,0.117967,0.088631,0.072202,0.071943,0.072856,0.074141,0.073806
0.401861,0.222221,0.122158,0.086935,0.076733,0.073234,0.089490,0.089733,0.073794
0.404358,0.221437,0.122399,0.087013,0.072604,0.071729,0.090236,0.072930,0.073255
0.403120,0.220727,0.121247,0.086765,0.072099,0.071589,0.071245,0.073010,0.089363
0.401545,0.221703,0.122281,0.087542,0.072299,0.070434,0.072422,0.073534,0.090357
0.403785,0.222162,0.149155,0.086454,0.071520,0.069544,0.073399,0.072950,0.090950
0.402690,0.220863,0.119685,0.086429,0.072772,0.069474,0.087640,0.074666,0.074860
0.402059,0.220737,0.123511,0.087707,0.071776,0.085111,0.074334,0.089107,0.092979
0.404191,0.220980,0.124393,0.087404,0.074902,0.070247,0.088435,0.073428,0.074343
0.402664,0.220634,0.124916,0.087816,0.071965,0.070967,0.071867,0.071877,0.075054
0.402925,0.221986,0.122623,0.086922,0.076968,0.070123,0.073688,0.074463,0.073255
0.403081,0.220927,0.124564,0.089292,0.072028,0.071271,0.086341,0.073486,0.075963
0.403258,0.221369,0.121607,0.087372,0.072982,0.069656,0.069607,0.089576,0.074876
0.402779,0.221328,0.155889,0.085151,0.069940,0.070337,0.072007,0.073835,0.074117
0.402989,0.221515,0.124393,0.085398,0.071809,0.069683,0.074825,0.090634,0.075437
0.403492,0.221579,0.126085,0.087388,0.075117,0.071507,0.089291,0.071537,0.089512
0.401837,0.223270,0.123756,0.087500,0.072119,0.068279,0.088423,0.072725,0.091889
0.402853,0.221416,0.155203,0.085623,0.075711,0.070912,0.089160,0.073481,0.090021
0.404337,0.221176,0.120076,0.086385,0.072028,0.072301,0.072572,0.073330,0.072472
0.401948,0.221505,0.126491,0.085489,0.074856,0.070246,0.070589,0.091103,0.073741
0.403978,0.221058,0.127556,0.087632,0.072414,0.073542,0.072649,0.073378,0.075974
0.402721,0.223888,0.126502,0.086477,0.071356,0.069582,0.088438,0.073297,0.073725
0.402416,0.228884,0.124299,0.090139,0.070860,0.071995,0.073849,0.090120,0.075586
0.403628,0.227321,0.125574,0.085928,0.070328,0.072370,0.073172,0.091900,0.092337
0.403556,0.225238,0.124192,0.087600,0.076997,0.086206,0.073634,0.075410,0.074977
0.402924,0.223550,0.126359,0.085176,0.072635,0.070964,0.072283,0.072377,0.089153
0.403271,0.224101,0.125097,0.088114,0.072151,0.070093,0.072308,0.074127,0.074223
0.403653,0.224818,0.122786,0.085902,0.073083,0.068784,0.073025,0.091912,0.091231
0.402953,0.224527,0.129048,0.085200,0.072010,0.070886,0.072784,0.074312,0.074707
0.403320,0.229337,0.123702,0.088032,0.072207,0.070549,0.071836,0.073433,0.074485
0.404502,0.228409,0.123965,0.087977,0.075972,0.071708,0.070165,0.075275,0.074354
