BFS
1.007656
0.837051
0.834461
0.835276
0.834000
0.836467
0.839942
0.856846
0.853131
0.855259
0.850505
0.855649
0.851201
0.846631
0.839572
0.843534
0.852310
0.856367
0.860976
0.852676
0.858544
0.852938
0.858304
0.854517
0.850240
0.855416
0.855108
0.851606
0.855163
0.852657
0.855386
0.856427
0.837504
0.837128
0.836483
0.834997
0.851804
0.843761
0.833663
0.834845
0.839213
0.838315
0.836142
0.835087
0.837054
0.830751
0.838994
0.833227
0.832440
0.836707
0.837689
0.833626
0.839578
0.837358
0.838265
0.836586
0.835174
0.834618
0.834512
0.834624
0.832971
0.833013
0.830659
0.836924
0.836953
0.832498
0.845404
0.839744
0.854145
0.845350
0.848553
0.858206
0.849085
0.843152
0.843756
0.847459
0.842171
0.858374
0.854864
0.840596
0.839357
0.840917
0.841178
0.843814
0.853918
0.855549
0.854341
0.855981
0.856706
0.854660
0.852948
0.849007
0.839655
0.844371
0.844411
0.842933
0.839193
0.840570
0.843043
0.842190
